"Order_ID","Buyer_ID","Supplier_ID","Product_Category","Quantity_Ordered","Order_Date","Dispatch_Date","Delivery_Date","Shipping_Mode","Order_Value_USD","Delay_Days","Disruption_Type","Disruption_Severity","Supply_Risk_Flag","order_month","Days_Until_Delivered","Days_Until_Dispatch","Actual_Transit_Days","Order_Quarter","On_Time_Flag"
"O1351","B9","S6","Pharma",516,2023-02-19,2023-02-21,2023-02-26,"Sea",44757.67,0,"None","None",0,"2023-02",7,2,5,"Q1",1
"O1352","B24","S25","Electronics",374,2023-06-01,2023-06-05,2023-06-10,"Rail",47349.6,0,"None","None",0,"2023-06",9,4,5,"Q2",1
"O1353","B48","S19","Textiles",491,2023-01-19,2023-01-20,2023-01-21,"Sea",44681.63,0,"None","None",0,"2023-01",2,1,1,"Q1",1
"O1354","B19","S30","Pharma",210,2023-04-10,2023-04-13,2023-04-18,"Sea",21262.68,2,"Shortage","Low",1,"2023-04",8,3,5,"Q2",0
"O1355","B5","S21","Food",163,2023-03-01,2023-03-03,2023-03-19,"Sea",39128.09,10,"Strike","Medium",1,"2023-03",18,2,16,"Q1",0
"O1356","B4","S26","Textiles",459,2023-06-16,2023-06-19,2023-06-22,"Rail",24078.62,0,"None","None",0,"2023-06",6,3,3,"Q2",1
"O1357","B15","S30","Machinery",510,2023-07-21,2023-07-23,2023-08-02,"Air",25128.22,3,"Customs","Low",1,"2023-07",12,2,10,"Q3",0
"O1358","B8","S24","Electronics",82,2023-12-11,2023-12-12,2023-12-13,"Rail",10631.67,0,"None","None",0,"2023-12",2,1,1,"Q4",1
"O1359","B44","S26","Machinery",722,2023-05-26,2023-05-27,2023-06-06,"Sea",29760.95,2,"Shortage","High",1,"2023-05",11,1,10,"Q2",0
"O1360","B27","S22","Textiles",305,2023-06-13,2023-06-17,2023-06-28,"Road",9713.73,5,"Weather","Medium",1,"2023-06",15,4,11,"Q2",0
"O1361","B22","S26","Textiles",26,2023-08-30,2023-09-03,2023-09-11,"Road",16912.45,1,"Weather","Low",1,"2023-08",12,4,8,"Q3",0
"O1362","B34","S3","Textiles",650,2023-03-10,2023-03-11,2023-03-15,"Sea",42823.99,0,"None","None",0,"2023-03",5,1,4,"Q1",1
"O1363","B47","S28","Machinery",226,2023-06-24,2023-06-27,2023-07-04,"Road",10750.25,3,"Strike","Low",1,"2023-06",10,3,7,"Q2",0
"O1364","B21","S4","Textiles",70,2023-02-18,2023-02-20,2023-02-27,"Sea",4022.34,0,"None","None",0,"2023-02",9,2,7,"Q1",1
"O1365","B32","S10","Machinery",948,2023-04-18,2023-04-22,2023-04-26,"Road",3915.88,0,"None","None",0,"2023-04",8,4,4,"Q2",1
"O1366","B30","S29","Textiles",625,2023-08-14,2023-08-18,2023-08-31,"Rail",47068.83,7,"Shortage","Medium",1,"2023-08",17,4,13,"Q3",0
"O1367","B49","S27","Food",51,2023-06-10,2023-06-14,2023-06-21,"Air",25592.56,0,"None","None",0,"2023-06",11,4,7,"Q2",1
"O1368","B24","S1","Textiles",34,2023-04-29,2023-05-03,2023-05-09,"Air",20765.9,0,"None","None",0,"2023-04",10,4,6,"Q2",1
"O1369","B1","S7","Machinery",48,2023-05-29,2023-05-30,2023-06-03,"Rail",40638.49,0,"None","None",0,"2023-05",5,1,4,"Q2",1
"O1370","B4","S23","Pharma",812,2023-05-30,2023-06-02,2023-06-04,"Rail",41873.38,0,"None","None",0,"2023-05",5,3,2,"Q2",1
"O1371","B23","S17","Textiles",140,2023-10-20,2023-10-23,2023-10-24,"Sea",16943.46,0,"None","None",0,"2023-10",4,3,1,"Q4",1
"O1372","B14","S13","Pharma",507,2023-05-23,2023-05-26,2023-06-04,"Sea",34834.09,5,"Weather","Medium",1,"2023-05",12,3,9,"Q2",0
"O1373","B43","S26","Food",238,2023-06-09,2023-06-13,2023-06-14,"Sea",38670.58,0,"None","None",0,"2023-06",5,4,1,"Q2",1
"O1374","B9","S24","Electronics",117,2023-01-11,2023-01-14,2023-01-21,"Road",32905.21,5,"Customs","Medium",1,"2023-01",10,3,7,"Q1",0
"O1375","B34","S21","Food",181,2023-05-18,2023-05-19,2023-05-29,"Sea",8003.96,3,"Customs","Low",1,"2023-05",11,1,10,"Q2",0
"O1376","B16","S27","Textiles",444,2023-03-19,2023-03-22,2023-03-28,"Rail",43856.21,0,"None","None",0,"2023-03",9,3,6,"Q1",1
"O1377","B36","S3","Pharma",487,2023-03-18,2023-03-21,2023-03-22,"Air",27185.18,0,"None","None",0,"2023-03",4,3,1,"Q1",1
"O1378","B48","S10","Pharma",111,2023-09-11,2023-09-14,2023-09-27,"Road",14482.39,5,"Strike","Medium",1,"2023-09",16,3,13,"Q3",0
"O1379","B29","S1","Machinery",875,2023-09-15,2023-09-18,2023-09-26,"Sea",21548.8,0,"None","None",0,"2023-09",11,3,8,"Q3",1
"O1380","B50","S7","Pharma",533,2023-11-16,2023-11-20,2023-11-25,"Road",2359.77,0,"None","None",0,"2023-11",9,4,5,"Q4",1
"O1381","B47","S30","Machinery",284,2023-10-18,2023-10-21,2023-11-02,"Road",6829.41,3,"Strike","Low",1,"2023-10",15,3,12,"Q4",0
"O1382","B35","S17","Electronics",622,2023-09-20,2023-09-22,2023-10-07,"Sea",38394.56,10,"Strike","High",1,"2023-09",17,2,15,"Q3",0
"O1383","B37","S30","Textiles",53,2023-03-26,2023-03-27,2023-03-30,"Road",500.58,1,"Customs","Medium",1,"2023-03",4,1,3,"Q1",0
"O1384","B16","S17","Machinery",964,2023-05-26,2023-05-28,2023-06-11,"Air",21120.01,5,"Shortage","Low",1,"2023-05",16,2,14,"Q2",0
"O1385","B34","S8","Electronics",826,2023-11-19,2023-11-22,2023-11-24,"Rail",26364.25,0,"None","None",0,"2023-11",5,3,2,"Q4",1
"O1386","B34","S14","Pharma",966,2023-02-11,2023-02-15,2023-02-16,"Rail",3204.4,0,"None","None",0,"2023-02",5,4,1,"Q1",1
"O1387","B17","S6","Pharma",26,2023-05-05,2023-05-08,2023-05-11,"Air",48667.37,1,"Weather","Medium",1,"2023-05",6,3,3,"Q2",0
"O1388","B41","S16","Electronics",339,2023-06-16,2023-06-20,2023-06-22,"Road",11693.2,0,"None","None",0,"2023-06",6,4,2,"Q2",1
"O1389","B42","S1","Pharma",578,2023-08-29,2023-09-02,2023-09-05,"Sea",15557.84,0,"None","None",0,"2023-08",7,4,3,"Q3",1
"O1390","B42","S17","Electronics",832,2023-10-07,2023-10-10,2023-10-15,"Road",15545.15,0,"None","None",0,"2023-10",8,3,5,"Q4",1
"O1391","B24","S2","Machinery",506,2023-07-07,2023-07-08,2023-07-16,"Air",11905.62,0,"None","None",0,"2023-07",9,1,8,"Q3",1
"O1392","B20","S19","Machinery",824,2023-10-29,2023-10-30,2023-11-09,"Road",572.95,5,"Strike","Medium",1,"2023-10",11,1,10,"Q4",0
"O1393","B22","S3","Electronics",21,2023-01-19,2023-01-20,2023-01-29,"Rail",36602.57,1,"Shortage","Low",1,"2023-01",10,1,9,"Q1",0
"O1394","B29","S16","Machinery",327,2023-03-09,2023-03-13,2023-04-01,"Road",48358.85,10,"Shortage","Low",1,"2023-03",23,4,19,"Q1",0
"O1395","B12","S24","Machinery",601,2023-08-06,2023-08-09,2023-08-12,"Air",11602.53,0,"None","None",0,"2023-08",6,3,3,"Q3",1
"O1396","B49","S27","Machinery",225,2023-04-12,2023-04-15,2023-04-21,"Rail",33320.84,0,"None","None",0,"2023-04",9,3,6,"Q2",1
"O1397","B43","S11","Food",348,2023-02-11,2023-02-12,2023-02-14,"Road",37223.87,0,"None","None",0,"2023-02",3,1,2,"Q1",1
"O1398","B45","S21","Textiles",785,2023-10-15,2023-10-17,2023-10-21,"Road",42497.06,0,"None","None",0,"2023-10",6,2,4,"Q4",1
"O1399","B5","S18","Pharma",670,2023-06-16,2023-06-18,2023-06-22,"Rail",21420.15,0,"None","None",0,"2023-06",6,2,4,"Q2",1
"O1400","B16","S16","Food",90,2023-04-19,2023-04-22,2023-05-01,"Sea",15495.08,1,"Strike","Low",1,"2023-04",12,3,9,"Q2",0
"O1401","B48","S16","Machinery",736,2023-02-05,2023-02-09,2023-02-14,"Rail",16602.11,3,"Weather","Medium",1,"2023-02",9,4,5,"Q1",0
"O1402","B41","S27","Electronics",494,2023-08-20,2023-08-22,2023-08-27,"Sea",35774.76,0,"None","None",0,"2023-08",7,2,5,"Q3",1
"O1403","B21","S5","Machinery",383,2023-08-17,2023-08-19,2023-08-27,"Air",40930.58,0,"None","None",0,"2023-08",10,2,8,"Q3",1
"O1404","B21","S18","Textiles",985,2023-12-19,2023-12-20,2024-01-05,"Air",9489.89,7,"Weather","Medium",1,"2023-12",17,1,16,"Q4",0
"O1405","B23","S22","Machinery",719,2023-06-13,2023-06-14,2023-06-26,"Rail",18861.58,3,"Weather","Medium",1,"2023-06",13,1,12,"Q2",0
"O1406","B19","S3","Electronics",209,2023-03-14,2023-03-18,2023-03-27,"Rail",45146.04,1,"Weather","Medium",1,"2023-03",13,4,9,"Q1",0
"O1407","B43","S26","Textiles",546,2023-05-16,2023-05-18,2023-05-26,"Air",40431.33,3,"Customs","Low",1,"2023-05",10,2,8,"Q2",0
"O1408","B14","S28","Machinery",475,2023-12-19,2023-12-22,2023-12-30,"Sea",49250.49,0,"None","None",0,"2023-12",11,3,8,"Q4",1
"O1409","B12","S8","Textiles",98,2023-03-11,2023-03-12,2023-03-21,"Air",37835.29,5,"Shortage","High",1,"2023-03",10,1,9,"Q1",0
"O1410","B10","S13","Pharma",277,2023-07-15,2023-07-19,2023-08-03,"Rail",19963.16,10,"Shortage","Medium",1,"2023-07",19,4,15,"Q3",0
"O1411","B28","S25","Pharma",664,2023-09-26,2023-09-28,2023-10-01,"Air",29736.57,0,"None","None",0,"2023-09",5,2,3,"Q3",1
"O1412","B29","S17","Machinery",580,2023-02-18,2023-02-20,2023-02-22,"Rail",33220.21,1,"Strike","Low",1,"2023-02",4,2,2,"Q1",0
"O1413","B47","S11","Textiles",931,2023-11-12,2023-11-13,2023-11-21,"Rail",4383.56,3,"Strike","Medium",1,"2023-11",9,1,8,"Q4",0
"O1414","B17","S21","Electronics",498,2023-05-10,2023-05-12,2023-05-21,"Air",27452.6,0,"None","None",0,"2023-05",11,2,9,"Q2",1
"O1415","B28","S21","Machinery",886,2023-01-05,2023-01-09,2023-01-11,"Sea",35611.38,0,"None","None",0,"2023-01",6,4,2,"Q1",1
"O1416","B26","S16","Pharma",547,2023-01-27,2023-01-30,2023-02-06,"Road",8782.4,1,"Weather","High",1,"2023-01",10,3,7,"Q1",0
"O1417","B12","S1","Pharma",56,2023-06-09,2023-06-10,2023-06-17,"Air",39141.27,0,"None","None",0,"2023-06",8,1,7,"Q2",1
"O1418","B37","S9","Machinery",297,2023-05-29,2023-06-02,2023-06-16,"Road",29396.75,5,"Weather","Low",1,"2023-05",18,4,14,"Q2",0
"O1419","B45","S1","Textiles",787,2023-09-21,2023-09-24,2023-10-07,"Air",47634.98,7,"Shortage","Low",1,"2023-09",16,3,13,"Q3",0
"O1420","B7","S10","Pharma",25,2023-08-18,2023-08-19,2023-08-21,"Road",2599.9,0,"None","None",0,"2023-08",3,1,2,"Q3",1
"O1421","B18","S16","Textiles",720,2023-07-19,2023-07-22,2023-07-28,"Sea",13633.64,2,"Customs","Low",1,"2023-07",9,3,6,"Q3",0
"O1422","B30","S28","Pharma",410,2023-02-19,2023-02-23,2023-02-26,"Sea",30276.92,1,"Weather","High",1,"2023-02",7,4,3,"Q1",0
"O1423","B46","S17","Pharma",928,2023-03-08,2023-03-10,2023-03-16,"Air",15179.72,0,"None","None",0,"2023-03",8,2,6,"Q1",1
"O1424","B26","S25","Food",803,2023-10-27,2023-10-31,2023-11-12,"Rail",35864,3,"Shortage","High",1,"2023-10",16,4,12,"Q4",0
"O1425","B33","S29","Pharma",990,2023-02-27,2023-02-28,2023-03-06,"Road",38070.76,1,"Weather","Medium",1,"2023-02",7,1,6,"Q1",0
"O1426","B29","S30","Electronics",95,2023-09-16,2023-09-17,2023-09-26,"Rail",5574.54,0,"None","None",0,"2023-09",10,1,9,"Q3",1
"O1427","B23","S13","Machinery",259,2023-12-08,2023-12-09,2023-12-19,"Rail",25935.8,3,"Customs","Low",1,"2023-12",11,1,10,"Q4",0
"O1428","B25","S25","Machinery",400,2023-11-22,2023-11-26,2023-12-08,"Rail",25690.08,10,"Weather","Medium",1,"2023-11",16,4,12,"Q4",0
"O1429","B10","S18","Textiles",791,2023-05-10,2023-05-14,2023-05-21,"Sea",18779.4,1,"Weather","Low",1,"2023-05",11,4,7,"Q2",0
"O1430","B27","S24","Pharma",344,2023-08-03,2023-08-07,2023-08-19,"Air",46679.78,5,"Strike","Medium",1,"2023-08",16,4,12,"Q3",0
"O1431","B12","S20","Electronics",638,2023-06-21,2023-06-22,2023-06-28,"Air",41461.56,0,"None","None",0,"2023-06",7,1,6,"Q2",1
"O1432","B17","S18","Textiles",528,2023-09-15,2023-09-18,2023-09-25,"Sea",35011.86,0,"None","None",0,"2023-09",10,3,7,"Q3",1
"O1433","B25","S14","Food",146,2023-04-12,2023-04-13,2023-04-21,"Sea",35859.17,3,"Customs","Medium",1,"2023-04",9,1,8,"Q2",0
"O1434","B40","S9","Textiles",892,2023-07-28,2023-07-31,2023-08-10,"Air",23354.95,3,"Weather","Medium",1,"2023-07",13,3,10,"Q3",0
"O1435","B14","S11","Textiles",697,2023-10-18,2023-10-22,2023-10-30,"Rail",46089.23,0,"None","None",0,"2023-10",12,4,8,"Q4",1
"O1436","B17","S23","Pharma",849,2023-12-20,2023-12-21,2023-12-29,"Road",34882.47,7,"Weather","High",1,"2023-12",9,1,8,"Q4",0
"O1437","B9","S10","Food",507,2023-10-13,2023-10-15,2023-10-30,"Road",36584.56,10,"Shortage","High",1,"2023-10",17,2,15,"Q4",0
"O1438","B1","S24","Textiles",836,2023-04-26,2023-04-30,2023-05-16,"Road",43153.7,10,"Shortage","Low",1,"2023-04",20,4,16,"Q2",0
"O1439","B47","S25","Electronics",736,2023-09-21,2023-09-25,2023-10-04,"Rail",14066.54,2,"Weather","High",1,"2023-09",13,4,9,"Q3",0
"O1440","B6","S27","Electronics",486,2023-05-30,2023-05-31,2023-06-04,"Air",40450.01,0,"None","None",0,"2023-05",5,1,4,"Q2",1
"O1441","B33","S4","Machinery",603,2023-10-27,2023-10-31,2023-11-15,"Sea",10164.41,10,"Shortage","Medium",1,"2023-10",19,4,15,"Q4",0
"O1442","B27","S2","Food",232,2023-02-05,2023-02-07,2023-02-16,"Air",17594.43,1,"Strike","Low",1,"2023-02",11,2,9,"Q1",0
"O1443","B25","S2","Food",999,2023-11-29,2023-12-03,2023-12-16,"Rail",17112.72,5,"Shortage","Medium",1,"2023-11",17,4,13,"Q4",0
"O1444","B25","S11","Machinery",381,2023-10-14,2023-10-18,2023-10-20,"Sea",48937.01,0,"None","None",0,"2023-10",6,4,2,"Q4",1
"O1445","B40","S2","Textiles",944,2023-10-30,2023-11-01,2023-11-11,"Rail",42898.59,2,"Customs","Low",1,"2023-10",12,2,10,"Q4",0
"O1446","B50","S16","Food",411,2023-11-07,2023-11-09,2023-11-12,"Road",35207.91,0,"None","None",0,"2023-11",5,2,3,"Q4",1
"O1447","B29","S3","Electronics",452,2023-07-27,2023-07-29,2023-08-14,"Road",36489.31,10,"Shortage","Low",1,"2023-07",18,2,16,"Q3",0
"O1448","B39","S26","Electronics",499,2023-04-16,2023-04-20,2023-04-24,"Rail",28322.6,0,"None","None",0,"2023-04",8,4,4,"Q2",1
"O1449","B29","S7","Pharma",624,2023-06-07,2023-06-08,2023-06-16,"Sea",47380.99,5,"Strike","Low",1,"2023-06",9,1,8,"Q2",0
"O1450","B7","S23","Food",282,2023-05-01,2023-05-03,2023-05-11,"Sea",25064.81,0,"None","None",0,"2023-05",10,2,8,"Q2",1
"O1451","B14","S28","Textiles",535,2023-02-24,2023-02-28,2023-03-03,"Air",19335.63,0,"None","None",0,"2023-02",7,4,3,"Q1",1
"O1452","B10","S19","Machinery",168,2023-01-12,2023-01-13,2023-01-15,"Road",8570.25,0,"None","None",0,"2023-01",3,1,2,"Q1",1
"O1453","B47","S21","Machinery",161,2023-05-25,2023-05-29,2023-05-30,"Air",39417.18,0,"None","None",0,"2023-05",5,4,1,"Q2",1
"O1454","B47","S19","Textiles",629,2023-05-16,2023-05-20,2023-05-22,"Air",36854.97,1,"Weather","Low",1,"2023-05",6,4,2,"Q2",0
"O1455","B44","S25","Pharma",197,2023-01-03,2023-01-06,2023-01-17,"Rail",19525.57,10,"Strike","Low",1,"2023-01",14,3,11,"Q1",0
"O1456","B27","S22","Machinery",822,2023-05-24,2023-05-26,2023-06-03,"Rail",1747.07,0,"None","None",0,"2023-05",10,2,8,"Q2",1
"O1457","B41","S5","Food",107,2023-01-30,2023-01-31,2023-02-05,"Air",42030.37,1,"Strike","Low",1,"2023-01",6,1,5,"Q1",0
"O1458","B20","S14","Pharma",140,2023-08-25,2023-08-27,2023-09-09,"Road",1065.19,10,"Weather","Medium",1,"2023-08",15,2,13,"Q3",0
"O1459","B8","S29","Food",814,2023-10-06,2023-10-08,2023-10-19,"Rail",35333.14,2,"Weather","Low",1,"2023-10",13,2,11,"Q4",0
"O1460","B30","S1","Electronics",180,2023-12-14,2023-12-17,2023-12-19,"Air",48527.73,0,"None","None",0,"2023-12",5,3,2,"Q4",1
"O1461","B33","S9","Pharma",945,2023-04-25,2023-04-29,2023-05-08,"Air",22164.24,2,"Strike","Medium",1,"2023-04",13,4,9,"Q2",0
"O1462","B40","S26","Machinery",995,2023-04-14,2023-04-16,2023-04-19,"Air",12131.18,1,"Shortage","Low",1,"2023-04",5,2,3,"Q2",0
"O1463","B32","S14","Pharma",192,2023-04-28,2023-04-29,2023-05-15,"Air",35391.11,10,"Weather","Low",1,"2023-04",17,1,16,"Q2",0
"O1464","B40","S11","Pharma",992,2023-01-05,2023-01-09,2023-01-17,"Air",40947.84,0,"None","None",0,"2023-01",12,4,8,"Q1",1
"O1465","B38","S2","Pharma",373,2023-12-26,2023-12-29,2024-01-04,"Air",27548.3,0,"None","None",0,"2023-12",9,3,6,"Q4",1
"O1466","B36","S24","Pharma",48,2023-09-05,2023-09-08,2023-09-22,"Rail",48368.25,10,"Shortage","Medium",1,"2023-09",17,3,14,"Q3",0
"O1467","B29","S10","Food",536,2023-12-30,2024-01-01,2024-01-09,"Road",3057.6,1,"Customs","Medium",1,"2023-12",10,2,8,"Q4",0
"O1468","B28","S4","Electronics",897,2023-11-17,2023-11-20,2023-11-28,"Air",25487.38,3,"Strike","Low",1,"2023-11",11,3,8,"Q4",0
"O1469","B9","S9","Textiles",506,2023-05-01,2023-05-03,2023-05-09,"Sea",36063.47,0,"None","None",0,"2023-05",8,2,6,"Q2",1
"O1470","B6","S4","Pharma",525,2023-10-13,2023-10-17,2023-10-21,"Rail",43200.7,0,"None","None",0,"2023-10",8,4,4,"Q4",1
"O1471","B34","S13","Machinery",358,2023-05-29,2023-05-30,2023-06-08,"Rail",9373.15,1,"Customs","Medium",1,"2023-05",10,1,9,"Q2",0
"O1472","B50","S16","Pharma",991,2023-03-25,2023-03-27,2023-03-30,"Air",40100.17,1,"Customs","Medium",1,"2023-03",5,2,3,"Q1",0
"O1473","B32","S2","Machinery",930,2023-08-19,2023-08-21,2023-08-25,"Rail",27859,1,"Strike","High",1,"2023-08",6,2,4,"Q3",0
"O1474","B28","S16","Food",406,2023-10-15,2023-10-17,2023-10-23,"Air",20129.41,0,"None","None",0,"2023-10",8,2,6,"Q4",1
"O1475","B24","S23","Machinery",731,2023-06-10,2023-06-11,2023-06-19,"Road",7019.89,1,"Strike","High",1,"2023-06",9,1,8,"Q2",0
"O1476","B26","S28","Textiles",170,2023-09-29,2023-10-01,2023-10-07,"Road",43332.14,0,"None","None",0,"2023-09",8,2,6,"Q3",1
"O1477","B18","S28","Electronics",25,2023-02-07,2023-02-08,2023-02-13,"Rail",8285.02,0,"None","None",0,"2023-02",6,1,5,"Q1",1
"O1478","B16","S7","Machinery",502,2023-08-14,2023-08-15,2023-08-16,"Rail",15834.5,0,"None","None",0,"2023-08",2,1,1,"Q3",1
"O1479","B45","S12","Machinery",435,2023-05-22,2023-05-25,2023-06-03,"Sea",14857.25,0,"None","None",0,"2023-05",12,3,9,"Q2",1
"O1480","B28","S28","Electronics",117,2023-10-19,2023-10-21,2023-10-27,"Rail",43634.99,0,"None","None",0,"2023-10",8,2,6,"Q4",1
"O1481","B47","S1","Textiles",903,2023-05-31,2023-06-01,2023-06-08,"Sea",33798.8,3,"Weather","Medium",1,"2023-05",8,1,7,"Q2",0
"O1482","B40","S1","Pharma",459,2023-04-24,2023-04-27,2023-04-30,"Road",39935.73,2,"Weather","Medium",1,"2023-04",6,3,3,"Q2",0
"O1483","B6","S21","Machinery",320,2023-08-25,2023-08-29,2023-08-31,"Road",12898.16,1,"Weather","Medium",1,"2023-08",6,4,2,"Q3",0
"O1484","B48","S1","Electronics",748,2023-03-07,2023-03-10,2023-03-17,"Air",31431.27,1,"Shortage","Medium",1,"2023-03",10,3,7,"Q1",0
"O1485","B22","S5","Food",179,2023-12-27,2023-12-29,2024-01-12,"Road",28801.43,5,"Strike","Low",1,"2023-12",16,2,14,"Q4",0
"O1486","B7","S17","Electronics",555,2023-12-07,2023-12-11,2023-12-13,"Sea",41725.1,0,"None","None",0,"2023-12",6,4,2,"Q4",1
"O1487","B37","S4","Food",423,2023-09-15,2023-09-17,2023-09-26,"Rail",45351.31,0,"None","None",0,"2023-09",11,2,9,"Q3",1
"O1488","B18","S2","Textiles",260,2023-09-06,2023-09-09,2023-09-17,"Air",1101.76,7,"Customs","Low",1,"2023-09",11,3,8,"Q3",0
"O1489","B48","S30","Pharma",768,2023-11-27,2023-12-01,2023-12-03,"Sea",33863.99,0,"None","None",0,"2023-11",6,4,2,"Q4",1
"O1490","B15","S25","Electronics",790,2023-11-19,2023-11-21,2023-11-29,"Rail",3065.87,0,"None","None",0,"2023-11",10,2,8,"Q4",1
"O1491","B47","S6","Machinery",150,2023-06-29,2023-07-02,2023-07-10,"Air",27668.5,0,"None","None",0,"2023-06",11,3,8,"Q2",1
"O1492","B22","S6","Textiles",283,2023-07-09,2023-07-12,2023-07-14,"Road",14737.82,0,"None","None",0,"2023-07",5,3,2,"Q3",1
"O1493","B21","S3","Electronics",425,2023-06-03,2023-06-06,2023-06-16,"Sea",15685.44,5,"Shortage","Low",1,"2023-06",13,3,10,"Q2",0
"O1494","B26","S25","Machinery",617,2023-07-15,2023-07-17,2023-07-19,"Rail",17971.45,0,"None","None",0,"2023-07",4,2,2,"Q3",1
"O1495","B28","S7","Electronics",748,2023-11-07,2023-11-11,2023-11-13,"Air",31253.98,1,"Strike","Low",1,"2023-11",6,4,2,"Q4",0
"O1496","B16","S23","Food",900,2023-09-19,2023-09-23,2023-10-12,"Air",17035.47,10,"Strike","Low",1,"2023-09",23,4,19,"Q3",0
"O1497","B25","S23","Electronics",48,2023-05-23,2023-05-25,2023-05-27,"Road",36768.6,0,"None","None",0,"2023-05",4,2,2,"Q2",1
"O1498","B30","S26","Electronics",823,2023-12-08,2023-12-12,2023-12-19,"Rail",20524.11,0,"None","None",0,"2023-12",11,4,7,"Q4",1
"O1499","B45","S18","Electronics",38,2023-11-12,2023-11-14,2023-11-16,"Road",3883.48,1,"Shortage","Low",1,"2023-11",4,2,2,"Q4",0
"O1500","B17","S22","Textiles",967,2023-04-11,2023-04-15,2023-04-22,"Road",39296.11,0,"None","None",0,"2023-04",11,4,7,"Q2",1
"O1501","B7","S22","Electronics",486,2023-09-01,2023-09-05,2023-09-07,"Rail",14645.04,0,"None","None",0,"2023-09",6,4,2,"Q3",1
"O1502","B37","S28","Machinery",327,2023-01-12,2023-01-14,2023-01-26,"Rail",21921.96,5,"Shortage","High",1,"2023-01",14,2,12,"Q1",0
"O1503","B2","S7","Food",254,2023-08-27,2023-08-30,2023-09-07,"Rail",34429.47,0,"None","None",0,"2023-08",11,3,8,"Q3",1
"O1504","B47","S24","Food",757,2023-02-18,2023-02-20,2023-02-28,"Sea",16956.58,0,"None","None",0,"2023-02",10,2,8,"Q1",1
"O1505","B46","S2","Electronics",706,2023-02-11,2023-02-13,2023-02-21,"Rail",3300.99,2,"Weather","Medium",1,"2023-02",10,2,8,"Q1",0
"O1506","B6","S26","Textiles",281,2023-06-15,2023-06-18,2023-06-22,"Air",19009.09,2,"Customs","High",1,"2023-06",7,3,4,"Q2",0
"O1507","B14","S4","Textiles",449,2023-03-23,2023-03-26,2023-03-30,"Road",47250.2,1,"Weather","High",1,"2023-03",7,3,4,"Q1",0
"O1508","B46","S1","Machinery",757,2023-10-18,2023-10-20,2023-10-28,"Sea",32265.85,2,"Weather","Low",1,"2023-10",10,2,8,"Q4",0
"O1509","B33","S26","Electronics",248,2023-06-07,2023-06-08,2023-06-14,"Rail",33738.22,1,"Customs","Medium",1,"2023-06",7,1,6,"Q2",0
"O1510","B16","S2","Food",386,2023-08-04,2023-08-06,2023-08-16,"Sea",31797.97,2,"Weather","Low",1,"2023-08",12,2,10,"Q3",0
"O1511","B17","S18","Textiles",275,2023-06-07,2023-06-09,2023-06-12,"Rail",10350.11,0,"None","None",0,"2023-06",5,2,3,"Q2",1
"O1512","B38","S15","Electronics",935,2023-05-14,2023-05-18,2023-05-28,"Sea",21207.53,3,"Shortage","Low",1,"2023-05",14,4,10,"Q2",0
"O1513","B46","S10","Textiles",930,2023-03-08,2023-03-09,2023-03-10,"Road",37671.52,0,"None","None",0,"2023-03",2,1,1,"Q1",1
"O1514","B45","S15","Textiles",368,2023-12-02,2023-12-05,2023-12-12,"Road",5517.96,2,"Shortage","Medium",1,"2023-12",10,3,7,"Q4",0
"O1515","B27","S20","Food",349,2023-01-07,2023-01-11,2023-01-14,"Air",14253.71,2,"Strike","Low",1,"2023-01",7,4,3,"Q1",0
"O1516","B32","S16","Pharma",398,2023-01-14,2023-01-16,2023-01-21,"Air",14177.8,1,"Shortage","High",1,"2023-01",7,2,5,"Q1",0
"O1517","B50","S25","Machinery",586,2023-03-14,2023-03-17,2023-03-22,"Rail",21884.94,0,"None","None",0,"2023-03",8,3,5,"Q1",1
"O1518","B4","S11","Machinery",999,2023-06-12,2023-06-13,2023-06-20,"Road",49028.25,2,"Customs","Low",1,"2023-06",8,1,7,"Q2",0
"O1519","B24","S19","Food",698,2023-03-07,2023-03-08,2023-03-17,"Sea",3841.38,1,"Weather","Low",1,"2023-03",10,1,9,"Q1",0
"O1520","B8","S24","Textiles",12,2023-12-13,2023-12-16,2023-12-18,"Sea",26175.7,0,"None","None",0,"2023-12",5,3,2,"Q4",1
"O1521","B47","S10","Electronics",438,2023-05-10,2023-05-14,2023-05-25,"Sea",9378.55,2,"Weather","Medium",1,"2023-05",15,4,11,"Q2",0
"O1522","B43","S27","Textiles",151,2023-07-25,2023-07-26,2023-07-29,"Air",48548.49,0,"None","None",0,"2023-07",4,1,3,"Q3",1
"O1523","B43","S7","Food",385,2023-10-03,2023-10-05,2023-10-14,"Sea",6108.52,0,"None","None",0,"2023-10",11,2,9,"Q4",1
"O1524","B24","S15","Machinery",679,2023-09-13,2023-09-16,2023-09-22,"Air",20478.25,0,"None","None",0,"2023-09",9,3,6,"Q3",1
"O1525","B39","S21","Textiles",333,2023-09-23,2023-09-27,2023-10-04,"Air",37025.31,0,"None","None",0,"2023-09",11,4,7,"Q3",1
"O1526","B36","S18","Machinery",155,2023-01-25,2023-01-28,2023-01-30,"Rail",35375.44,1,"Strike","Low",1,"2023-01",5,3,2,"Q1",0
"O1527","B43","S5","Electronics",967,2023-10-08,2023-10-10,2023-10-26,"Sea",21425.07,7,"Shortage","Low",1,"2023-10",18,2,16,"Q4",0
